epoch,train_loss,val_loss
1,0.6391196968754606,0.6100568608086623
2,0.6094620190758347,0.6064111204161772
3,0.6037855482455047,0.6035279644153536
4,0.6017213601378248,0.6006495836960111
5,0.5997932985817764,0.599225618362968
6,0.5997072338718973,0.5999129109701964
7,0.599040437690999,0.5975504625668997
8,0.5973460010587047,0.5969584432101096
9,0.5964280460841429,0.5958004500800085
10,0.5958240510663823,0.594547040927965
11,0.5957323145941512,0.5943067263393207
12,0.5948034241208104,0.5949896926867254
13,0.5942491059811524,0.5964143702264902
14,0.5934168131320507,0.595934424524816
15,0.5932701671003499,0.5947469596153762
16,0.5938437585459494,0.5963192150983403
17,0.5927224404520729,0.594424833107572
18,0.5932879540735759,0.594216531747406
19,0.5930632993030409,0.5945608352875105
20,0.5927538751987879,0.5937012898033422
21,0.5920496596451278,0.5952506436437447
22,0.5919402858090238,0.5939267776971326
23,0.5917342472642553,0.5952276177402702
24,0.5914013134263365,0.5955664299583507
25,0.5922397540367365,0.5936550340822057
26,0.5915226978892176,0.5952987824206184
27,0.5909861631134365,0.5939545205268182
28,0.5906129038911938,0.5952514955819758
29,0.5910003641845719,0.5940126725637773
30,0.5904607237745721,0.5946474234623933
31,0.5911002777609022,0.5939053512187875
32,0.5899457657244664,0.5926959670045544
33,0.5899719985425679,0.5940873917963213
34,0.5895279921522003,0.593064511070367
35,0.5907744881944269,0.5941456270948576
36,0.5904349517164521,0.5935929952315476
37,0.5894726200372354,0.5948553806311065
38,0.5898215993053677,0.5952661724420736
39,0.5894644966794592,0.5936481855107761
40,0.5894351323112796,0.5956043614206376
41,0.5887939382651084,0.5950878798668465
42,0.5895055434526657,0.5953006957184398
43,0.5892812684012313,0.5924845225469118
44,0.588691118058863,0.59361908906705
45,0.5889802135943377,0.5927618121316024
46,0.5881296257836038,0.592580844812036
47,0.5882169465744586,0.5937330380155424
48,0.5884708901092183,0.5941486762592029
49,0.5886607328174318,0.5942237036723419
50,0.5883193148059152,0.5942745152901755
51,0.588438788984132,0.59242743648817
52,0.5890227978357591,0.592788378127001
53,0.5886929600681999,0.5939690184557118
54,0.5885422331497359,0.5960916347184327
55,0.5875643499989701,0.592580550451239
56,0.5881387138177987,0.5935378837982362
57,0.5873964804997682,0.5924622715263713
58,0.587487569451103,0.5945324849820796
59,0.5883752609493822,0.5941459301020492
60,0.5883310155783151,0.5929731511456291
61,0.5879400742371865,0.5936336065709839
62,0.5874308414804773,0.5940166533827737
63,0.5878096128063383,0.5951848355694517
64,0.5880323580296521,0.5926010294209544
65,0.5879306499243314,0.5937583617581321
66,0.5875466398251814,0.5934453737406491
