sample_id,real_case_id,correspondence_csv_exists,num_rows,num_positive,num_negative,positive_rate,label_threshold_m,max_corr_distance_m,label_mismatch_count,label_mismatch_rate,candidate_above_max_corr_count,candidate_above_max_corr_rate,label_distance_min,label_distance_median,label_distance_mean,label_distance_p90,label_distance_max,distance_T0_min,distance_T0_median,distance_T0_mean,distance_T0_p90,distance_T0_max,point_to_plane_residual_min,point_to_plane_residual_median,point_to_plane_residual_mean,point_to_plane_residual_p90,point_to_plane_residual_max,normal_dot_abs_min,normal_dot_abs_median,normal_dot_abs_mean,normal_dot_abs_p90,normal_dot_abs_max,fpfh_distance_min,fpfh_distance_median,fpfh_distance_mean,fpfh_distance_p90,fpfh_distance_max,log_normalized_density_ratio_min,log_normalized_density_ratio_median,log_normalized_density_ratio_mean,log_normalized_density_ratio_p90,log_normalized_density_ratio_max,is_mutual_nn_min,is_mutual_nn_median,is_mutual_nn_mean,is_mutual_nn_p90,is_mutual_nn_max,distance_T0_positive_mean,distance_T0_negative_mean,distance_T0_positive_minus_negative_mean,point_to_plane_residual_positive_mean,point_to_plane_residual_negative_mean,point_to_plane_residual_positive_minus_negative_mean,normal_dot_abs_positive_mean,normal_dot_abs_negative_mean,normal_dot_abs_positive_minus_negative_mean,fpfh_distance_positive_mean,fpfh_distance_negative_mean,fpfh_distance_positive_minus_negative_mean,log_normalized_density_ratio_positive_mean,log_normalized_density_ratio_negative_mean,log_normalized_density_ratio_positive_minus_negative_mean,is_mutual_nn_positive_mean,is_mutual_nn_negative_mean,is_mutual_nn_positive_minus_negative_mean
real_20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005_medium,20260703_135250_rm00_0260_02_cluster029_full_refined_from_voxel005,True,882,285,597,0.3231292517006803,0.1,0.5,0,0.0,0,0.0,0.0093805852876879,0.12067320671925261,0.12388851490404756,0.19005685887034982,0.2656371539252442,0.0056827242864055,0.08013044027947985,0.11284141450771047,0.25921925834849874,0.3654712184940835,4.999994847060523e-05,0.0340408936789198,0.05860691972461456,0.13841825259743074,0.3233726587150888,0.0012331388765597,0.7781800041305382,0.6592985043335415,0.9928457539933613,0.9998042579801826,44.75409198201644,116.85698925656799,120.07408517448702,164.9888255323465,262.07039112259633,-1.16314737231696,0.2946021608906539,0.4374343515970522,1.3566814551369422,3.218851825180196,0.0,0.0,0.19047619047619047,1.0,1.0,0.09765062022416637,0.12009330122598526,-0.022442681001818884,0.04925422943299504,0.06307177187388016,-0.013817542440885122,0.7605540422162758,0.6109604334850002,0.14959360873127558,125.20742948374199,117.62349367006881,7.583935813673179,0.28983532385387406,0.5078961990121373,-0.21806087515826328,0.16842105263157894,0.20100502512562815,-0.03258397249404921
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,20260706_122711_metal_tab2_cluster009_part1_refined_from_identity,True,1791,1195,596,0.6672250139586823,0.1,0.4,0,0.0,0,0.0,0.0088104104238161,0.0808673966411075,0.10366565081339621,0.2138149169876354,0.3184330266040503,0.0010991825136535,0.0535893373059341,0.08119665062703617,0.2032350121970963,0.2886980292133228,7.050054781130586e-05,0.0316853954817329,0.06269580320318585,0.1930005660799385,0.2683444924140489,0.0004486389263424,0.6285898132321848,0.5813097843620115,0.9848662960809862,0.9999665142240944,33.122114129409724,130.8981913784522,147.4212531388034,241.67992509275967,297.0517731778639,-1.5198207537639132,0.2719334124536784,0.36539477076426463,1.33053885201388,2.632779920410345,0.0,0.0,0.26912339475153546,1.0,1.0,0.044735053641493244,0.15430337612657274,-0.1095683224850795,0.02742180405515033,0.13342135518624362,-0.1059995511310933,0.6441556380982667,0.45530173869955326,0.18885389939871344,154.77636931415282,132.67399839124874,22.102370922904072,0.39977794347601486,0.2964553556794634,0.10332258779655146,0.39330543933054396,0.020134228187919462,0.3731712111426245
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_medium,20260706_122711_metal_tab2_cluster009_part1_refined_from_identity,True,1791,331,1460,0.18481295365717476,0.1,0.5,0,0.0,0,0.0,0.0145321790685804,0.1515172748517904,0.15535021669446403,0.2427193920390636,0.4396955604875667,0.0041066084934381,0.0933922051327209,0.11577375641147455,0.2634537572956715,0.4076626226978214,1.7555819577039526e-05,0.0650414232997096,0.09371859067230144,0.2474143012561494,0.3694493960495638,0.0009541714333919,0.6351570263464581,0.5955633328489557,0.9827758114810976,0.9999418885222324,35.815083554958186,130.17251536161334,147.06045077335438,247.3783912864236,297.0517731778639,-1.856292590385606,0.2401847369274546,0.3482680229014523,1.3518521415823903,2.651472042241513,0.0,0.0,0.1870463428252373,1.0,1.0,0.10439505309894256,0.11835344873780887,-0.013958395638866306,0.07049129429592703,0.09898450512475344,-0.028493210828826415,0.702323217770594,0.5713595507194609,0.13096366705113316,162.05291298347666,143.66147475174444,18.391438231732224,0.8090533809397233,0.24380230131880315,0.5652510796209202,0.08459214501510574,0.21027397260273972,-0.12568182758763397
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_hard,20260706_122711_metal_tab2_cluster009_part1_refined_from_identity,True,1753,99,1654,0.05647461494580719,0.1,0.6,0,0.0,0,0.0,0.0175628480875563,0.4780542999969076,0.4108420961802115,0.5657227036142475,0.7213035028904823,0.0032630971693105,0.1017306626448331,0.18428744332677094,0.46534835403211583,0.5989326194070668,8.703353006204225e-06,0.0750043885336668,0.12846522414985237,0.354425135249169,0.5458330779698535,0.0002458909129883,0.4677794793612083,0.4932053222519962,0.9719129844570088,0.999918670066468,42.452807724195,141.27485814633926,159.4551135136314,260.1470050101309,296.7194122812848,-1.5433526564801936,0.6255731638515892,0.6338581163756664,1.475904359813293,2.7055392323227223,0.0,0.0,0.1289218482601255,1.0,1.0,0.48818884936140355,0.1660974559038999,0.32209139345750365,0.29109823823815767,0.11873084180720288,0.17236739643095478,0.5581590567241869,0.4893175231511819,0.06884153357300499,116.40777005816736,162.03170783170333,-45.62393777353597,0.5727012492423093,0.637518654372161,-0.06481740512985179,0.0,0.13663845223700122,-0.13663845223700122
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_medium,20260706_130424_table_cluster004_table1_refined_from_identity_scale1,True,697,55,642,0.07890961262553801,0.1,0.5,0,0.0,0,0.0,0.01183072511125,0.2103241460578688,0.2103770941401623,0.3019251187701842,0.4063127857071539,0.0272540694440413,0.1929346026486362,0.19298380400116463,0.25347899521680245,0.3332032984882927,0.0026585627303851,0.1456313044590485,0.14429884766797277,0.2236368068355496,0.2989325870589152,0.00783054761529,0.8496598504142161,0.7500343785719703,0.9874432839108149,0.9999585812045856,61.543335781281534,230.02442075490768,220.4405754918035,280.95798139375677,307.0299715794659,-2.286830671762738,0.4083094413602279,0.48878240659038774,1.6049797263814891,2.654794530405041,0.0,0.0,0.09038737446197992,0.0,1.0,0.2527706822882238,0.18786187517594927,0.06490880711227454,0.1882436400687038,0.14053410688597867,0.04770953318272514,0.642374035572473,0.759257616679404,-0.11688358110693098,197.52993358182684,222.403325188141,-24.873391606314158,0.3152081771498597,0.5036524729754798,-0.18844429582562006,0.0,0.09813084112149532,-0.09813084112149532
real_20260706_130424_table_cluster004_table1_refined_from_identity_scale1_hard,20260706_130424_table_cluster004_table1_refined_from_identity_scale1,True,697,230,467,0.3299856527977044,0.1,0.6,0,0.0,0,0.0,0.0088729068110371,0.1259476641144976,0.1288646217265496,0.20392770425406706,0.2927800566210501,0.0125693093929712,0.1246562581427661,0.12292340217501918,0.17716740990746208,0.2433220493786871,0.0006197599147459,0.0904697003264544,0.08961609481341516,0.14656395663096938,0.2336837652483301,0.0475409046779033,0.9390449631865004,0.8158957775045684,0.9899313144741225,0.9999392689058064,72.71016088542335,219.36515121852975,214.32871392433466,276.5894613594336,297.58466999083447,-2.369068715864408,0.3448400745275201,0.44033559010241985,1.568612117924865,2.62304585930818,0.0,0.0,0.13916786226685796,1.0,1.0,0.1277424158440615,0.12055001214529815,0.007192403698763367,0.09039582779115587,0.08923207214771849,0.0011637556434373891,0.8309392630603015,0.8084867803357918,0.022452482724509726,198.9319129094384,221.91172084815943,-22.979807938721024,0.22272176394184098,0.5475115644427478,-0.3247898005009069,0.06956521739130435,0.1734475374732334,-0.10388232008192906
real_20260706_145031_table2_cluster004_table2_refined_from_identity_easy,20260706_145031_table2_cluster004_table2_refined_from_identity,True,1050,443,607,0.4219047619047619,0.1,0.4,0,0.0,0,0.0,0.0089662962553354,0.10809090626283685,0.11120523474800566,0.1705283748976506,0.2376249260426031,0.0218940996265798,0.14563660391928004,0.13533487042446912,0.16689842449590161,0.242132257061698,0.0016948908947098,0.13447965519646704,0.12220895029570031,0.15699293074123297,0.2362431807124135,0.0167400836434663,0.9785315839410422,0.8808342327512794,0.998994623333108,0.999989744515381,44.8259387309006,120.12990047958874,130.12186692876998,204.4059744869189,305.5844573722445,-1.6977950539841136,0.0160003274575645,-0.06493095974596808,0.3726748186190979,0.8914678398132866,0.0,0.0,0.15333333333333332,1.0,1.0,0.14994056541084597,0.1246753599154659,0.02526520549538007,0.13846047696888614,0.11034828091148072,0.02811219605740542,0.9653366674464176,0.8191627688798687,0.14617389856654883,121.71065708759738,136.2605258408613,-14.549868753263922,0.05735064122467142,-0.1541743686915913,0.21152500991626272,0.13318284424379231,0.16803953871499178,-0.03485669447119946
real_20260706_145031_table2_cluster004_table2_refined_from_identity_medium,20260706_145031_table2_cluster004_table2_refined_from_identity,True,1050,275,775,0.2619047619047619,0.1,0.5,0,0.0,0,0.0,0.0122443868217806,0.14183852004053954,0.14934632102975784,0.24192862885108257,0.3556446958287145,0.0070601438164298,0.1765224248203551,0.15166961490107325,0.20555824207318754,0.2643637164949893,8.478468237975434e-06,0.16100436368877213,0.12948636268412547,0.19564972861006083,0.2519777004591915,0.0052007639767121,0.9534434595192058,0.7715892453105523,0.9991870976662472,0.9999986930280528,30.18206279361983,138.9239702366761,146.7290842926501,212.19099742754543,327.0469031648552,-1.4063976476962274,0.052367925993574,0.0173680306134749,0.4408830948898312,2.0954234665767704,0.0,0.0,0.14666666666666667,1.0,1.0,0.19426304622967705,0.1365558166876977,0.05770722954197935,0.177280204801874,0.1125272574165373,0.06475294738533671,0.9326053452010743,0.714454500188109,0.21815084501296533,132.80870664822217,151.6685731342213,-18.859866485999135,0.07590127381058386,-0.0034018298758218316,0.07930310368640568,0.13090909090909092,0.15225806451612903,-0.021348973607038108
real_20260706_145031_table2_cluster004_table2_refined_from_identity_hard,20260706_145031_table2_cluster004_table2_refined_from_identity,True,1050,172,878,0.16380952380952382,0.1,0.6,0,0.0,0,0.0,0.0230277951327203,0.13340405488630536,0.13323514493497982,0.17765988731713428,0.2351498036424579,0.0183933822014919,0.1069547611837338,0.10311298728276501,0.12421252084127268,0.1918730381619401,3.737808683464128e-06,0.093563216728308,0.08552561588405536,0.11253877497652708,0.1492191118734734,0.0055023045060434,0.9855398056845011,0.8823748155347321,0.9991818423937352,0.999994619406906,35.53832724622058,122.80951803066283,128.2576863514495,184.01977427429588,300.4972486497588,-1.718597887250021,0.0672935638042441,-0.006436989413008644,0.39899192572490405,0.7389994877312707,0.0,0.0,0.19142857142857142,1.0,1.0,0.1120231014217236,0.10136749795258179,0.010655603469141808,0.08953969098347582,0.08473925948644677,0.004800431497029051,0.9026575912288187,0.8784014243964828,0.02425616683233589,120.0473596516998,129.8660874816966,-9.818727829996817,0.07364194201383926,-0.022124433838313695,0.09576637585215296,0.03488372093023256,0.22209567198177677,-0.1872119510515442
real_20260706_150131_table3_cluster004_table3_refined_from_identity_easy,20260706_150131_table3_cluster004_table3_refined_from_identity,True,999,76,923,0.07607607607607608,0.1,0.4,0,0.0,0,0.0,0.025230935915987,0.3028164256539208,0.2760361622436917,0.38436518477995246,0.5151029216384897,0.0209424175034452,0.1019029635086469,0.1523206245785626,0.3182718725058389,0.3999777118048148,6.541101255896908e-05,0.0727712194111441,0.08555042438683569,0.16882244256288753,0.372090329851531,0.0014330539223673,0.9660025561983174,0.8731681730954919,0.9984384389384351,0.999993190563328,34.43566650736368,174.74989114811072,172.65715381684115,251.0479117428433,302.1374978975346,-1.6471727904388838,0.042302334818942,0.027294733782263034,0.6190383512645907,1.0608705440206618,0.0,0.0,0.13213213213213212,1.0,1.0,0.32040122144007976,0.13848083545453732,0.18192038598554244,0.15804143052654754,0.07958150080436754,0.07845992972218,0.7396131786239597,0.8841651173856722,-0.14455193876171246,154.032311743602,174.19072694529854,-20.158415201696528,-0.019019538783515897,0.031108260017365098,-0.050127798800880995,0.02631578947368421,0.14084507042253522,-0.11452928094885101
real_20260706_150131_table3_cluster004_table3_refined_from_identity_medium,20260706_150131_table3_cluster004_table3_refined_from_identity,True,1000,88,912,0.088,0.1,0.5,0,0.0,0,0.0,0.0165616964524492,0.2015979588302609,0.20488803457485313,0.30083835986201773,0.6198941215157929,0.0591062664115065,0.28159678616700445,0.2768673366644508,0.32120117055415426,0.4041983494431236,0.000497122071493,0.25736633442371515,0.2357627728787333,0.29480043750744545,0.3840995099702916,0.0297084865131468,0.9838490696765299,0.8707407503786583,0.9989313351576568,0.9999470363106155,36.60498418670507,170.84837360360441,165.48142826314992,232.63114552489,302.1374978975346,-2.011816676241398,0.0714588950166943,0.041261570259092724,0.7376224449139107,1.4381637132602858,0.0,0.0,0.075,0.0,1.0,0.3116688535863993,0.273509295557947,0.03815955802845228,0.2402077782810599,0.2353338688486843,0.004873909432375617,0.8579452858993165,0.8719754004599982,-0.014030114560681706,167.95158956902935,165.2430793652142,2.708510203815166,0.0156391429529288,0.04373390973600327,-0.028094766783074467,0.0,0.08223684210526316,-0.08223684210526316
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_easy,20260706_153654_table_fanuc_cluster000_table1_refined_from_identity,True,1831,156,1675,0.085199344620426,0.1,0.4,0,0.0,0,0.0,0.0207594047853034,0.2365895539898282,0.23148153335254043,0.3367383724760285,0.6362872487266729,0.0071649994360011,0.1475623727054863,0.1606286482977084,0.3182084654794471,0.3996898476255889,3.0667160723680034e-05,0.0723332178842765,0.10561173225826714,0.254644573819542,0.3848344426854179,0.0001157313269236,0.5819145532496778,0.5577009549123526,0.9924983563747792,0.9999707053319542,34.558019217867454,133.87479943635503,143.5722830899382,227.9803662614911,320.8417088345228,-0.7985069628851472,0.4432046925025359,0.6869302428183149,2.095638864729415,3.5720640016173824,0.0,0.0,0.1032222829055161,1.0,1.0,0.22948741990183022,0.15421553285278722,0.075271887049043,0.13108607401655314,0.10323919654824171,0.027846877468311437,0.5433914776006719,0.5590336584709331,-0.015642180870261257,161.12587199172188,141.93744137729445,19.188430614427432,0.8193346753389854,0.6745988449238527,0.14473583041513272,0.0,0.11283582089552238,-0.11283582089552238
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_medium,20260706_153654_table_fanuc_cluster000_table1_refined_from_identity,True,1881,307,1574,0.16321105794790006,0.1,0.5,0,0.0,0,0.0,0.0134992367166214,0.1701896974963624,0.1842881493030876,0.3019345324249349,0.576205000411407,0.0045257958611499,0.1215884519137301,0.14340061214125216,0.28848548456636,0.4958254541956124,4.6378308160405744e-06,0.0623737419775867,0.09550564360565077,0.2199351622705471,0.4813626680884781,0.0001365418853413,0.8506962039981137,0.6612606987686418,0.9935220188007472,0.9999944718442662,35.786347914573184,144.1419824831887,152.11365786566634,247.36411348906168,320.8417088345228,-1.6584200627212975,0.44118254860593,0.6706430825999201,2.05717261645801,3.5006050938293187,0.0,0.0,0.13822434875066453,1.0,1.0,0.13974123671052557,0.14411435309248027,-0.0043731163819547,0.1022722620608454,0.09418585207722333,0.008086409983622075,0.7866359514868198,0.6368069487149692,0.14982900277185052,151.8337647164597,152.16824947736038,-0.3344847609006649,0.9794496110138398,0.6104120761049563,0.36903753490888347,0.013029315960912053,0.16264294790343076,-0.1496136319425187
real_20260706_153654_table_fanuc_cluster000_table1_refined_from_identity_hard,20260706_153654_table_fanuc_cluster000_table1_refined_from_identity,True,1887,300,1587,0.1589825119236884,0.1,0.6,0,0.0,0,0.0,0.011715736452521,0.1503502702208336,0.1755902386497109,0.3145801458727322,0.7078334170672632,0.0037771530105855,0.0982971376055907,0.13168341243585033,0.28236534720445944,0.5893285131894143,0.0001093300077411,0.0625022951719563,0.08725954978858287,0.19299236904228695,0.5730185927249157,0.0009340735209323,0.7693454344246817,0.6410732249711314,0.9951006779952469,0.9999336332755088,37.77845960324768,136.32205391968589,146.10434325396776,237.97231874957694,320.8417088345228,-1.225948884965066,0.445956027904904,0.6294023207939452,1.872496663407004,3.340262585460938,0.0,0.0,0.12506624271330152,1.0,1.0,0.1057068639044667,0.13659391310340868,-0.030887049198941988,0.07167607172737507,0.09020538685119306,-0.018529315123817988,0.72110809645065,0.6259437596630939,0.09516433678755609,146.70650611471973,145.99051284550805,0.7159932692116797,0.7397886961253739,0.6085353311282687,0.13125336499710516,0.06,0.13736609955891618,-0.07736609955891618
real_20260706_163516_mir_charger_cluster025_ransac_icp_voxel005_easy,20260706_163516_mir_charger_cluster025_ransac_icp_voxel005,True,319,40,279,0.12539184952978055,0.1,0.4,0,0.0,0,0.0,0.0213928360083083,0.1553476585954401,0.15097376921001449,0.19903200553271164,0.2735369176198994,0.0100264325508984,0.0733766921300348,0.07917803796416654,0.1404409868784374,0.1769429446370033,7.37676711877154e-05,0.0404131015231017,0.04869908744713686,0.10838116254709543,0.1505878161849742,0.0017418414154902,0.4228358733674927,0.46118651919183323,0.9303619955003678,0.996814488489257,30.523091230399316,77.46936442314382,84.85492564728025,130.0667519430909,216.1436836967573,-1.0895611258772382,0.3083693603038641,0.40329044231956307,1.150550565281978,3.471120120952888,0.0,0.0,0.15047021943573669,1.0,1.0,0.12596438451027503,0.07247031802924059,0.05349406648103444,0.0689419858888087,0.04579687978524842,0.023145106103560284,0.6343196118041442,0.4363645704302116,0.1979550413739326,73.71493178695792,86.45205738352719,-12.737125596569271,0.44955240194058976,0.3966579033057959,0.05289449863479384,0.0,0.17204301075268819,-0.17204301075268819
real_20260706_163516_mir_charger_cluster025_ransac_icp_voxel005_medium,20260706_163516_mir_charger_cluster025_ransac_icp_voxel005,True,319,135,184,0.4231974921630094,0.1,0.5,0,0.0,0,0.0,0.0207895897784002,0.1090766910187134,0.10771841741851305,0.1526554350818902,0.2118055017006847,0.0099771167703495,0.0608131151567566,0.06516213402682045,0.10839150516456425,0.1382728040646336,8.214534587793832e-06,0.0355770896002628,0.04090413439545073,0.08689902780374195,0.1136718836609887,0.0072328756036844,0.550624360963424,0.5314819463292424,0.9187512505813259,0.9968908213105953,29.4952202602502,70.06795945560818,82.11022835504735,128.7951600179597,216.32653206128523,-0.7176787986886799,0.1617659253097057,0.2774264967437107,1.0144185129269851,3.2479768571383056,0.0,0.0,0.19435736677115986,1.0,1.0,0.07569886712678642,0.05743137876325844,0.018267488363527977,0.05129078181069751,0.033283496346220756,0.018007285464476754,0.6452920541560264,0.4479799650432865,0.1973120891127399,70.80316099061558,90.4061745191685,-19.60301352855292,0.2806943549285849,0.2750288834015475,0.005665471527037391,0.08888888888888889,0.2717391304347826,-0.1828502415458937
real_20260706_163705_mir_charger_cluster025_refined_from_identity_hard,20260706_163705_mir_charger_cluster025_refined_from_identity,True,319,33,286,0.10344827586206896,0.1,0.6,0,0.0,0,0.0,0.0468705418083762,0.1504477364044584,0.14877900345037667,0.18899451830796604,0.2488242346427744,0.0086885089667455,0.0533890111803156,0.06116796602064827,0.11346478875106256,0.1544079112082911,7.413269957641348e-05,0.0311411737966777,0.03981699070862916,0.09379027968753988,0.1407605059156858,0.0053105598203915,0.6099711918655629,0.598488591068468,0.9710189197303065,0.9960850315477086,22.594375954465903,76.5526629858288,84.43588827082108,129.22780597550016,224.65957226547008,-1.0140536261319792,0.2567341965442466,0.3770960745633451,0.8845574764394015,3.337588892613877,0.0,0.0,0.23824451410658307,1.0,1.0,0.1106957905899549,0.05545321703188212,0.055242573558072786,0.07565827774149476,0.035681457589452355,0.03997682015204241,0.7991341691130943,0.575337178217165,0.2237969908959293,85.13962689555403,84.35468766027496,0.7849392352790687,0.4481983786109171,0.3688919625578561,0.07930641605306099,0.0,0.26573426573426573,-0.26573426573426573
real_20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2_medium,20260707_154904_ur10_choko_base_cluster016_base_refined_from_center_v2,True,887,91,796,0.10259301014656144,0.1,0.5,0,0.0,0,0.0,0.0312368258162933,0.1508006620961868,0.14682754894518957,0.18444838294138416,0.2520336665052773,0.0041847438224034,0.0426784123959552,0.052710060600975224,0.10541267696750568,0.1594091197045646,0.0002400542065248,0.0224477557756795,0.033648457958774226,0.08449018531694114,0.1364589664943959,0.0016554556758186,0.6420307061828231,0.5953059142082368,0.9618115897556129,0.9993695442122784,30.34932122357634,65.60509065624365,74.41917501475106,106.8912700613451,242.84672804619103,-1.331803722507656,0.0782156903375256,0.10823158717349567,0.6598392496153661,2.474848254713685,0.0,0.0,0.3201803833145434,1.0,1.0,0.10765852338852461,0.046428263975765424,0.06123025941275918,0.0853299859021515,0.027740142578312754,0.05758984332383875,0.6937307496716116,0.5840538287469714,0.10967692092464021,64.75746220334499,75.52371755977362,-10.76625535642863,0.050174421513814675,0.11486877570996673,-0.06469435419615205,0.01098901098901099,0.3555276381909548,-0.3445386272019438
