epoch,train_loss,val_loss
1,0.831582811004225,0.7928757569125057
2,0.7912937937395812,0.7869389110878026
3,0.7846100285398369,0.7853372967698743
4,0.7796794652127566,0.7830123112908016
5,0.7773840245137973,0.7781784813195703
6,0.7753640922729256,0.7785654990455665
7,0.7734377782483519,0.7807492625203676
8,0.7734918139572867,0.7799644025717095
9,0.7725024649605196,0.781723642836364
10,0.772322263708294,0.7800443039849722
11,0.7715878960849942,0.78205862569394
12,0.7720464756581774,0.7773006395864253
13,0.7711796669059966,0.7804982372905285
14,0.7694661421996429,0.7829263558678224
15,0.7698541198481038,0.780582026387993
16,0.769660892373731,0.7790743562744912
17,0.7693864175502771,0.7797017655316691
18,0.7698628349706887,0.7809072360413299
19,0.7685282114389967,0.7784968661711696
20,0.7690253019127762,0.7786716135802975
21,0.7686435517921268,0.779849247453432
22,0.768056222293483,0.7777731243606955
23,0.768144575719769,0.779093992619906
24,0.7684353796979371,0.7802377660618196
25,0.7672331072353348,0.7802871756602362
26,0.7670882258531752,0.7797141501274787
27,0.7668908902378782,0.7821123599149131
