epoch,train_loss,val_loss
1,0.67588228360997,0.6502876699148208
2,0.6392770513997756,0.6290052810525742
3,0.6302238651548993,0.6243151992507433
4,0.626131360228895,0.6216543827484634
5,0.6241948118000263,0.619974627462266
6,0.622947489446692,0.6187298587187597
7,0.6215477324275156,0.617593980442385
8,0.6215638989176935,0.6166910320706991
9,0.6197824044551999,0.6155687205896453
10,0.6200326349226157,0.6148154907411072
11,0.6185996669081889,0.6155273652316534
12,0.6189509871320998,0.6146508068516185
13,0.6174139262810375,0.6130217464995754
14,0.6171888002873178,0.6125735047721745
15,0.6168113317097402,0.611969041815776
16,0.617684135423734,0.6114034455536842
17,0.6155602466727523,0.6118144582554409
18,0.6155885961562739,0.6119071145964564
19,0.6158458899260408,0.6111918470214234
20,0.6155149174596193,0.6112775026399914
21,0.614751596212306,0.610560878137048
22,0.6153401002779934,0.6108793676798806
23,0.6152515927881971,0.6111194866461932
24,0.6146832678315967,0.6105233126017979
25,0.6149618680777542,0.6107699289576884
26,0.6149537825168627,0.6109466844670498
27,0.6150246609920744,0.6105544783857879
28,0.6142744690239824,0.611092836946405
29,0.6132933922392697,0.6102629006184263
30,0.6136145831077,0.6102700217247596
31,0.6142811567767086,0.6106441378850388
32,0.614122968307616,0.6112204648857915
33,0.6129148281265446,0.6106819041049616
34,0.61313860726599,0.6110075595172587
35,0.613771149765374,0.611725555495977
36,0.6129503750513091,0.6105552329660306
37,0.6133639706653199,0.6112420640784123
38,0.6130710626722558,0.6102583033157841
39,0.6132793631086625,0.6105133961275546
40,0.6133047578898767,0.6093388950079603
41,0.6128647304763762,0.6107715226585195
42,0.6124626498495136,0.6107311878473035
43,0.6131944909645448,0.6097362084970158
44,0.612687774738318,0.6094774837478235
45,0.6125059703220669,0.6095985846207224
46,0.6122335040479229,0.6096275932830694
47,0.6114433050922379,0.6092079590750245
48,0.6124864803294461,0.6093825563921473
49,0.6117569064085389,0.6093816457190676
50,0.6110611899097246,0.6090656489877134
51,0.6116235215411384,0.6083032155102998
52,0.6109043228195195,0.6094134639913047
53,0.611563829863639,0.6099199853699078
54,0.611593781285689,0.6090608893277206
55,0.6113031011103125,0.609344767102419
56,0.6103446261351113,0.6086994400568154
57,0.6115208345992763,0.6092313253682557
58,0.6115704127164293,0.6090316409009029
59,0.6121030176474751,0.6097916135868228
60,0.6100494029144993,0.6103207433932153
61,0.6102225757110856,0.6095380046450112
62,0.6114781014694308,0.6090285638195282
63,0.6108499489619248,0.6103040955950809
64,0.6109682482002725,0.6099416567084359
65,0.6112372611904062,0.6101073872794682
66,0.6109062999492377,0.6097661749814725
