heldout_real_case,repeat_idx,feature,gini_importance
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,3,fpfh_distance,0.29112473616582624
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,3,log_normalized_density_ratio,0.152788759128557
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,3,is_mutual_nn,0.0
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,distance_T0,0.2751072766534469
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,point_to_plane_residual,0.0
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,normal_dot_abs,0.24663233168367923
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,fpfh_distance,0.30303019690198213
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,log_normalized_density_ratio,0.17523019476089163
20260626_162437_pallet_rack_cluster022_ransac_icp_voxel005,4,is_mutual_nn,0.0
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,distance_T0,0.19396031723245094
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,point_to_plane_residual,0.07893355153615916
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,normal_dot_abs,0.28070888884501144
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,fpfh_distance,0.2720669126298765
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,log_normalized_density_ratio,0.17433032975650195
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,0,is_mutual_nn,0.0
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,distance_T0,0.17372312592172012
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,point_to_plane_residual,0.1060559813678163
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,normal_dot_abs,0.2372242422130954
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,fpfh_distance,0.28960574332637734
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,log_normalized_density_ratio,0.1933909071709908
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,1,is_mutual_nn,0.0
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,distance_T0,0.24595179105336354
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,point_to_plane_residual,0.022871113586984477
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,normal_dot_abs,0.2068524176040067
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,fpfh_distance,0.3090379975370232
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,log_normalized_density_ratio,0.21528668021862213
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,2,is_mutual_nn,0.0
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,distance_T0,0.184931264029303
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,point_to_plane_residual,0.10578081815910007
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,normal_dot_abs,0.24115414311809663
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,fpfh_distance,0.27484151034822146
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,log_normalized_density_ratio,0.19329226434527888
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,3,is_mutual_nn,0.0
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,distance_T0,0.23892354660051035
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,point_to_plane_residual,0.07956726868506651
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,normal_dot_abs,0.2626343739584956
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,fpfh_distance,0.2463084443313627
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,log_normalized_density_ratio,0.17256636642456477
20260626_163327_pallet_rack_cluster022_part1_ransac_icp_voxel005,4,is_mutual_nn,0.0
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,distance_T0,0.15628292142099248
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,point_to_plane_residual,0.05028160311873764
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,normal_dot_abs,0.27304741119647064
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,fpfh_distance,0.35818263555186075
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,log_normalized_density_ratio,0.1622054287119386
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,0,is_mutual_nn,0.0
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,distance_T0,0.25548970233989077
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,point_to_plane_residual,0.07124182123586782
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,normal_dot_abs,0.24926976449627944
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,fpfh_distance,0.2518200360846806
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,log_normalized_density_ratio,0.17217867584328123
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,1,is_mutual_nn,0.0
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,distance_T0,0.17577808931813324
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,point_to_plane_residual,0.07364924174044983
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,normal_dot_abs,0.27552903090891406
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,fpfh_distance,0.3068379851752603
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,log_normalized_density_ratio,0.16820565285724254
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,2,is_mutual_nn,0.0
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,distance_T0,0.2419274080085085
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,point_to_plane_residual,0.04442633672722022
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,normal_dot_abs,0.20412350460374926
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,fpfh_distance,0.27710018947428366
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,log_normalized_density_ratio,0.23242256118623844
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,3,is_mutual_nn,0.0
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,distance_T0,0.21467126394070613
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,point_to_plane_residual,0.09187359985315581
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,normal_dot_abs,0.2200652111951541
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,fpfh_distance,0.2524448077826244
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,log_normalized_density_ratio,0.2209451172283596
20260703_131528_rm00_0260_02_cluster022_part1_ransac_icp_voxel005,4,is_mutual_nn,0.0
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,distance_T0,0.23821522325425443
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,point_to_plane_residual,0.07562845873508152
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,normal_dot_abs,0.219094560410915
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,fpfh_distance,0.3308659774643248
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,log_normalized_density_ratio,0.13619578013542433
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,0,is_mutual_nn,0.0
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,distance_T0,0.19376647193943586
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,point_to_plane_residual,0.07819579601697912
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,normal_dot_abs,0.21955252313174212
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,fpfh_distance,0.360612294289822
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,log_normalized_density_ratio,0.1478729146220209
20260703_135230_rm00_0260_02_cluster029_full_ransac_icp_voxel005,1,is_mutual_nn,0.0
